AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Delta Air Lines Inc.,2023-07-23,-1.0,2798,"Newark, NJ",0.0,4.0,0.0,10.0,0.0,2.0
PSA Airlines Inc.,2023-07-23,93.0,5187,"Peoria, IL",0.0,3.0,0.0,10.0,0.0,80.0
Allegiant Air,2023-07-23,-17.0,360,"Providence, RI",0.0,0.0,0.0,18.0,0.0,0.0
American Airlines Inc.,2023-07-23,23.0,2446,"Traverse City, MI",0.0,0.0,0.0,0.0,0.0,23.0
SkyWest Airlines Inc.,2023-07-23,1.0,3918,"Columbus, MS",0.0,,,,,
JetBlue Airways,2023-07-24,18.0,1754,"San Juan, PR",0.0,3.0,0.0,0.0,0.0,15.0
PSA Airlines Inc.,2023-07-24,-15.0,5509,"Norfolk, VA",0.0,171.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-07-24,21.0,967,"White Plains, NY",0.0,0.0,0.0,21.0,0.0,0.0
Envoy Air,2023-07-24,-23.0,3786,"Grand Junction, CO",0.0,45.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-07-24,31.0,998,"Greer, SC",0.0,0.0,0.0,0.0,0.0,31.0
SkyWest Airlines Inc.,2023-07-24,-18.0,4996,"San Angelo, TX",0.0,18.0,0.0,0.0,0.0,0.0
Envoy Air,2023-07-25,-10.0,3781,"Greer, SC",0.0,215.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-07-25,136.0,2137,"San Antonio, TX",0.0,0.0,0.0,0.0,0.0,136.0
Endeavor Air Inc.,2023-07-25,-8.0,5079,"Jacksonville, FL",0.0,0.0,0.0,17.0,0.0,0.0
Frontier Airlines Inc.,2023-07-25,1.0,2600,"Santa Ana, CA",0.0,1.0,0.0,7.0,0.0,8.0
Envoy Air,2023-07-25,24.0,3528,"Charleston, SC",0.0,12.0,0.0,0.0,0.0,12.0
SkyWest Airlines Inc.,2023-07-25,-4.0,4848,"Harlingen/San Benito, TX",0.0,,,,,
Delta Air Lines Inc.,2023-07-26,0.0,2965,"Baltimore, MD",0.0,0.0,0.0,0.0,0.0,29.0
PSA Airlines Inc.,2023-07-26,0.0,5156,"Dallas/Fort Worth, TX",0.0,430.0,0.0,0.0,0.0,143.0
United Air Lines Inc.,2023-07-26,-12.0,1739,"Medford, OR",0.0,21.0,0.0,0.0,0.0,44.0
Republic Airline,2023-07-27,33.0,3526,"Myrtle Beach, SC",1.0,0.0,0.0,33.0,0.0,0.0
Republic Airline,2023-07-27,-15.0,5776,"Savannah, GA",1.0,0.0,0.0,110.0,0.0,114.0
PSA Airlines Inc.,2023-07-27,-7.0,5488,"Melbourne, FL",0.0,0.0,20.0,12.0,0.0,77.0
Envoy Air,2023-07-27,-2.0,3387,"Pensacola, FL",0.0,1.0,0.0,0.0,0.0,24.0
Alaska Airlines Inc.,2023-07-27,-33.0,77,"Gustavus, AK",0.0,,,,,
Endeavor Air Inc.,2023-07-27,-11.0,4993,"Shreveport, LA",0.0,0.0,0.0,14.0,0.0,8.0
Allegiant Air,2023-07-27,8.0,94,"Santa Maria, CA",0.0,0.0,0.0,26.0,0.0,0.0
PSA Airlines Inc.,2023-07-28,49.0,5063,"Birmingham, AL",0.0,0.0,0.0,30.0,0.0,19.0
SkyWest Airlines Inc.,2023-07-28,1.0,3413,"Redding, CA",0.0,20.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-07-28,31.0,5586,"South Bend, IN",0.0,9.0,0.0,22.0,0.0,0.0
Delta Air Lines Inc.,2023-07-28,22.0,1010,"Dallas/Fort Worth, TX",0.0,22.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-07-28,8.0,1475,"Valparaiso, FL",0.0,0.0,0.0,0.0,0.0,29.0
SkyWest Airlines Inc.,2023-07-28,-15.0,5344,"Williston, ND",0.0,15.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-28,-6.0,3993,"Boston, MA",0.0,0.0,245.0,0.0,0.0,0.0
United Air Lines Inc.,2023-07-28,30.0,772,"Spokane, WA",0.0,0.0,0.0,30.0,0.0,0.0
Spirit Air Lines,2023-07-28,72.0,173,"New York, NY",0.0,0.0,0.0,72.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-28,-21.0,4825,"Tallahassee, FL",0.0,0.0,0.0,4.0,0.0,58.0
Alaska Airlines Inc.,2023-07-28,-7.0,402,"Charleston, SC",0.0,0.0,6.0,2.0,0.0,231.0
Delta Air Lines Inc.,2023-07-28,-17.0,405,"Rapid City, SD",0.0,68.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-07-29,16.0,5272,"Gulfport/Biloxi, MS",0.0,0.0,0.0,0.0,0.0,16.0
Envoy Air,2023-07-29,-10.0,3392,"Bakersfield, CA",0.0,0.0,0.0,0.0,0.0,49.0
PSA Airlines Inc.,2023-07-29,-24.0,5492,"Fayetteville, AR",0.0,0.0,0.0,0.0,0.0,31.0
American Airlines Inc.,2023-07-29,12.0,2896,"Durango, CO",0.0,0.0,0.0,0.0,0.0,23.0
Southwest Airlines Co.,2023-07-30,-8.0,461,"Panama City, FL",0.0,0.0,0.0,1.0,0.0,96.0
SkyWest Airlines Inc.,2023-07-30,60.0,4640,"Huntsville, AL",0.0,60.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-07-30,-18.0,5157,"Dayton, OH",0.0,4.0,0.0,0.0,0.0,24.0
Envoy Air,2023-07-30,-9.0,3623,"Monroe, LA",0.0,0.0,0.0,42.0,0.0,0.0
Frontier Airlines Inc.,2023-07-31,41.0,4883,"Aguadilla, PR",0.0,0.0,0.0,0.0,0.0,41.0
American Airlines Inc.,2023-07-31,-20.0,1464,"Baltimore, MD",0.0,94.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-31,4.0,5218,"Chattanooga, TN",0.0,423.0,0.0,0.0,0.0,0.0
Envoy Air,2023-07-31,-24.0,3899,"Palm Springs, CA",0.0,9.0,0.0,6.0,0.0,2.0
Allegiant Air,2023-07-31,86.0,718,"Grand Island, NE",0.0,43.0,0.0,0.0,0.0,43.0
Allegiant Air,2023-07-31,51.0,1715,"Grand Junction, CO",0.0,0.0,0.0,51.0,0.0,0.0
Allegiant Air,2023-07-31,79.0,131,"San Antonio, TX",0.0,0.0,58.0,21.0,0.0,0.0
Endeavor Air Inc.,2023-07-31,-10.0,4996,"Fargo, ND",0.0,9.0,0.0,0.0,0.0,19.0
American Airlines Inc.,2023-08-01,-27.0,1737,"Lexington, KY",0.0,5.0,0.0,0.0,0.0,71.0
Southwest Airlines Co.,2023-08-01,1.0,979,"Burbank, CA",0.0,0.0,0.0,0.0,0.0,34.0
Envoy Air,2023-08-01,-14.0,3831,"Tulsa, OK",0.0,0.0,0.0,43.0,0.0,0.0
Southwest Airlines Co.,2023-08-01,-7.0,1915,"Des Moines, IA",0.0,12.0,0.0,6.0,0.0,0.0
United Air Lines Inc.,2023-08-01,476.0,2255,"Missoula, MT",0.0,448.0,0.0,28.0,0.0,0.0
Republic Airline,2023-08-02,-26.0,4695,"Fayetteville, AR",0.0,0.0,0.0,3.0,0.0,23.0
United Air Lines Inc.,2023-08-02,-15.0,1134,"Burlington, VT",0.0,13.0,0.0,15.0,0.0,0.0
Allegiant Air,2023-08-02,-8.0,804,"Wichita, KS",0.0,0.0,0.0,3.0,0.0,43.0
American Airlines Inc.,2023-08-02,-15.0,1635,"Harrisburg, PA",0.0,0.0,0.0,31.0,0.0,0.0
Spirit Air Lines,2023-08-03,107.0,55,"Myrtle Beach, SC",0.0,0.0,0.0,38.0,0.0,69.0
American Airlines Inc.,2023-08-03,74.0,2181,"Greer, SC",0.0,0.0,0.0,0.0,0.0,74.0
Frontier Airlines Inc.,2023-08-03,83.0,2978,"Portland, OR",0.0,0.0,0.0,2.0,0.0,81.0
Frontier Airlines Inc.,2023-08-03,11.0,471,"Des Moines, IA",0.0,0.0,0.0,29.0,0.0,0.0
Spirit Air Lines,2023-08-03,-1.0,3027,"Ponce, PR",0.0,0.0,0.0,95.0,0.0,0.0
PSA Airlines Inc.,2023-08-03,5.0,5039,"Grand Rapids, MI",0.0,19.0,0.0,17.0,0.0,0.0
Allegiant Air,2023-08-03,-9.0,10,"Fresno, CA",0.0,8.0,0.0,0.0,0.0,163.0
Allegiant Air,2023-08-03,41.0,81,"Reno, NV",0.0,0.0,0.0,26.0,0.0,15.0
Frontier Airlines Inc.,2023-08-03,52.0,435,"Milwaukee, WI",0.0,4.0,0.0,0.0,0.0,48.0
Republic Airline,2023-08-03,2.0,4271,"Birmingham, AL",0.0,0.0,0.0,0.0,0.0,332.0
Endeavor Air Inc.,2023-08-03,412.0,4956,"Augusta, GA",0.0,402.0,0.0,10.0,0.0,0.0
Allegiant Air,2023-08-04,-7.0,329,"Denver, CO",0.0,0.0,6.0,2.0,0.0,19.0
Frontier Airlines Inc.,2023-08-04,-5.0,604,"Charlotte, NC",0.0,17.0,0.0,11.0,0.0,28.0
Allegiant Air,2023-08-04,27.0,871,"Niagara Falls, NY",0.0,0.0,0.0,0.0,0.0,27.0
JetBlue Airways,2023-08-05,-32.0,895,"Newark, NJ",0.0,5.0,0.0,25.0,0.0,0.0
American Airlines Inc.,2023-08-05,-8.0,665,"Montrose/Delta, CO",0.0,50.0,0.0,0.0,0.0,123.0
JetBlue Airways,2023-08-05,-2.0,540,"Cleveland, OH",0.0,185.0,0.0,1.0,0.0,176.0
Spirit Air Lines,2023-08-05,45.0,393,"Louisville, KY",0.0,12.0,0.0,1.0,0.0,32.0
Delta Air Lines Inc.,2023-08-05,-15.0,2086,"Des Moines, IA",0.0,9.0,0.0,0.0,0.0,118.0
Allegiant Air,2023-08-05,8.0,253,"Boston, MA",0.0,30.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-05,-27.0,4831,"Idaho Falls, ID",0.0,16.0,0.0,0.0,0.0,0.0
Envoy Air,2023-08-05,7.0,3495,"Bangor, ME",0.0,15.0,0.0,14.0,0.0,0.0
Envoy Air,2023-08-05,-9.0,3778,"San Luis Obispo, CA",0.0,15.0,0.0,5.0,0.0,14.0
SkyWest Airlines Inc.,2023-08-05,11.0,3081,"Tyler, TX",0.0,30.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-08-05,-45.0,697,"Lihue, HI",0.0,18.0,0.0,0.0,0.0,60.0
United Air Lines Inc.,2023-08-05,-30.0,648,"Billings, MT",0.0,3.0,0.0,0.0,0.0,28.0
Republic Airline,2023-08-05,15.0,4458,"Pensacola, FL",0.0,9.0,0.0,0.0,0.0,6.0
Delta Air Lines Inc.,2023-08-06,136.0,2546,"Missoula, MT",0.0,5.0,0.0,0.0,0.0,131.0
Alaska Airlines Inc.,2023-08-06,4.0,522,"Nashville, TN",0.0,521.0,0.0,4.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-06,15.0,5371,"Buffalo, NY",0.0,15.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-08-06,9.0,1407,"Memphis, TN",0.0,29.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-08-06,-33.0,836,"Missoula, MT",0.0,0.0,0.0,6.0,27.0,0.0
Republic Airline,2023-08-06,-20.0,4594,"Kansas City, MO",0.0,0.0,59.0,10.0,0.0,0.0
Delta Air Lines Inc.,2023-08-06,54.0,2695,"Pasco/Kennewick/Richland, WA",0.0,49.0,0.0,5.0,0.0,0.0
American Airlines Inc.,2023-08-06,24.0,1614,"Huntsville, AL",0.0,0.0,15.0,0.0,0.0,9.0
United Air Lines Inc.,2023-08-07,-3.0,1741,"St. Louis, MO",1.0,154.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-08-07,-19.0,1351,"Fayetteville, AR",0.0,1020.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-08-07,-21.0,1777,"Panama City, FL",0.0,112.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-08-07,-13.0,2301,"Rapid City, SD",0.0,1.0,0.0,0.0,0.0,52.0
PSA Airlines Inc.,2023-08-07,-10.0,5094,"Sarasota/Bradenton, FL",0.0,0.0,0.0,0.0,0.0,35.0
American Airlines Inc.,2023-08-08,101.0,1786,"Houston, TX",0.0,0.0,0.0,0.0,0.0,101.0
SkyWest Airlines Inc.,2023-08-08,-25.0,5472,"Akron, OH",0.0,43.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-08-08,-6.0,2141,"Richmond, VA",0.0,0.0,0.0,0.0,0.0,50.0
Southwest Airlines Co.,2023-08-08,-18.0,1799,"Cincinnati, OH",0.0,5.0,0.0,0.0,0.0,15.0
Frontier Airlines Inc.,2023-08-08,-11.0,687,"Pittsburgh, PA",0.0,0.0,0.0,0.0,0.0,76.0
Republic Airline,2023-08-09,-14.0,3568,"Detroit, MI",0.0,6.0,0.0,6.0,0.0,90.0
Delta Air Lines Inc.,2023-08-09,-1.0,2646,"San Diego, CA",0.0,10.0,0.0,0.0,0.0,11.0
SkyWest Airlines Inc.,2023-08-09,142.0,3727,"Louisville, KY",0.0,142.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-08-09,-23.0,2264,"Sioux Falls, SD",0.0,0.0,0.0,34.0,0.0,0.0
American Airlines Inc.,2023-08-09,-15.0,664,"Kona, HI",0.0,1.0,0.0,17.0,0.0,0.0
Frontier Airlines Inc.,2023-08-09,-11.0,4869,"Jacksonville, FL",0.0,0.0,0.0,26.0,0.0,31.0
SkyWest Airlines Inc.,2023-08-09,-22.0,3847,"Lewiston, ID",0.0,0.0,0.0,0.0,0.0,91.0
American Airlines Inc.,2023-08-09,57.0,2172,"Myrtle Beach, SC",0.0,50.0,0.0,0.0,0.0,7.0
SkyWest Airlines Inc.,2023-08-09,-14.0,5193,"Victoria, TX",0.0,0.0,0.0,87.0,0.0,0.0
Endeavor Air Inc.,2023-08-09,-15.0,5026,"Rochester, MN",0.0,0.0,0.0,0.0,0.0,19.0
Spirit Air Lines,2023-08-10,39.0,1850,"Las Vegas, NV",0.0,17.0,0.0,22.0,0.0,0.0
Southwest Airlines Co.,2023-08-10,-17.0,1193,"Lihue, HI",0.0,4.0,0.0,0.0,0.0,14.0
SkyWest Airlines Inc.,2023-08-10,-8.0,3492,"Santa Ana, CA",0.0,0.0,0.0,0.0,0.0,16.0
Allegiant Air,2023-08-10,75.0,1234,"Clarksburg/Fairmont, WV",0.0,75.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-08-10,-21.0,5430,"Hartford, CT",0.0,0.0,0.0,188.0,0.0,0.0
United Air Lines Inc.,2023-08-10,-18.0,2099,"Sioux Falls, SD",0.0,147.0,0.0,0.0,0.0,0.0
Republic Airline,2023-08-11,-25.0,3486,"Indianapolis, IN",0.0,0.0,0.0,45.0,0.0,0.0
United Air Lines Inc.,2023-08-11,3.0,2073,"Oklahoma City, OK",0.0,0.0,0.0,24.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-11,-1.0,4241,"Moab, UT",0.0,0.0,0.0,0.0,0.0,23.0
SkyWest Airlines Inc.,2023-08-11,11.0,4938,"Hartford, CT",0.0,36.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-08-12,-10.0,791,"Bozeman, MT",0.0,0.0,0.0,59.0,0.0,0.0
American Airlines Inc.,2023-08-12,68.0,2544,"Knoxville, TN",0.0,0.0,15.0,6.0,0.0,47.0
Allegiant Air,2023-08-12,14.0,1820,"Albany, NY",0.0,0.0,0.0,18.0,0.0,0.0
United Air Lines Inc.,2023-08-12,-27.0,210,"Great Falls, MT",0.0,0.0,0.0,15.0,0.0,0.0
Envoy Air,2023-08-12,-12.0,3934,"Nantucket, MA",0.0,,,,,
American Airlines Inc.,2023-08-13,-11.0,1476,"Columbus, OH",0.0,0.0,0.0,0.0,0.0,37.0
Delta Air Lines Inc.,2023-08-13,-27.0,2897,"Philadelphia, PA",0.0,0.0,0.0,1.0,0.0,22.0
Allegiant Air,2023-08-13,-8.0,652,"Eugene, OR",0.0,5.0,0.0,0.0,0.0,13.0
American Airlines Inc.,2023-08-13,-18.0,1907,"Des Moines, IA",0.0,0.0,0.0,0.0,0.0,101.0
Republic Airline,2023-08-13,-10.0,4795,"Des Moines, IA",0.0,0.0,0.0,74.0,0.0,0.0
Republic Airline,2023-08-14,-13.0,3450,"Newark, NJ",0.0,0.0,0.0,62.0,0.0,0.0
Frontier Airlines Inc.,2023-08-14,-14.0,2296,"Fort Lauderdale, FL",0.0,5.0,0.0,18.0,0.0,171.0
Delta Air Lines Inc.,2023-08-14,-15.0,1691,"Harrisburg, PA",0.0,0.0,0.0,34.0,0.0,0.0
Allegiant Air,2023-08-14,-11.0,3,"Las Vegas, NV",0.0,23.0,0.0,7.0,0.0,40.0
Allegiant Air,2023-08-14,2.0,996,"Belleville, IL",0.0,12.0,0.0,0.0,0.0,7.0
United Air Lines Inc.,2023-08-14,34.0,462,"Albuquerque, NM",1.0,0.0,0.0,34.0,0.0,0.0
Allegiant Air,2023-08-14,-12.0,33,"Shreveport, LA",0.0,17.0,0.0,0.0,0.0,24.0
Allegiant Air,2023-08-14,-6.0,1658,"Monterey, CA",0.0,7.0,0.0,7.0,0.0,27.0
Alaska Airlines Inc.,2023-08-15,-14.0,1031,"Bozeman, MT",0.0,0.0,0.0,0.0,0.0,18.0
SkyWest Airlines Inc.,2023-08-15,-5.0,5567,"Allentown/Bethlehem/Easton, PA",0.0,39.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-08-15,78.0,5448,"Valparaiso, FL",0.0,6.0,0.0,48.0,0.0,24.0
Spirit Air Lines,2023-08-16,-38.0,727,"Newark, NJ",0.0,282.0,0.0,0.0,0.0,0.0
Republic Airline,2023-08-16,-17.0,3620,"Burlington, VT",0.0,73.0,0.0,0.0,0.0,18.0
Alaska Airlines Inc.,2023-08-16,-2.0,64,"Wrangell, AK",0.0,0.0,0.0,0.0,0.0,20.0
JetBlue Airways,2023-08-16,79.0,2769,"Aguadilla, PR",0.0,0.0,0.0,5.0,0.0,74.0
Endeavor Air Inc.,2023-08-16,179.0,5382,"Lafayette, LA",0.0,157.0,0.0,0.0,0.0,22.0
American Airlines Inc.,2023-08-16,-1.0,1476,"Manchester, NH",0.0,,,,,
United Air Lines Inc.,2023-08-17,11.0,573,"San Francisco, CA",0.0,0.0,0.0,0.0,0.0,158.0
American Airlines Inc.,2023-08-17,-3.0,2827,"Los Angeles, CA",0.0,24.0,0.0,0.0,0.0,0.0
Spirit Air Lines,2023-08-17,-9.0,965,"Los Angeles, CA",0.0,73.0,0.0,14.0,0.0,0.0
Southwest Airlines Co.,2023-08-17,4.0,2633,"Sacramento, CA",0.0,11.0,0.0,12.0,0.0,52.0
Republic Airline,2023-08-17,3.0,5845,"Nantucket, MA",0.0,13.0,0.0,11.0,0.0,0.0
Envoy Air,2023-08-17,-25.0,3523,"Memphis, TN",0.0,1.0,0.0,5.0,0.0,60.0
Republic Airline,2023-08-17,6.0,4332,"Key West, FL",0.0,0.0,0.0,17.0,0.0,26.0
Allegiant Air,2023-08-17,364.0,1704,"Fort Wayne, IN",0.0,196.0,0.0,0.0,0.0,168.0
Republic Airline,2023-08-17,-3.0,4318,"Little Rock, AR",0.0,162.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-08-17,78.0,354,"Ontario, CA",0.0,1.0,0.0,0.0,0.0,77.0
Delta Air Lines Inc.,2023-08-17,-2.0,311,"Kona, HI",0.0,0.0,0.0,21.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-17,-33.0,3295,"Fayetteville, NC",0.0,0.0,0.0,0.0,0.0,21.0
Frontier Airlines Inc.,2023-08-18,-22.0,1617,"Raleigh/Durham, NC",0.0,9.0,0.0,0.0,0.0,114.0
Delta Air Lines Inc.,2023-08-18,-14.0,1469,"Jacksonville/Camp Lejeune, NC",0.0,0.0,0.0,0.0,0.0,105.0
PSA Airlines Inc.,2023-08-18,2.0,5372,"Gainesville, FL",0.0,0.0,0.0,0.0,0.0,46.0
American Airlines Inc.,2023-08-18,-1.0,1368,"Little Rock, AR",0.0,0.0,0.0,0.0,0.0,189.0
Southwest Airlines Co.,2023-08-19,13.0,2011,"Long Beach, CA",0.0,14.0,0.0,0.0,0.0,11.0
Spirit Air Lines,2023-08-19,7.0,1805,"Sacramento, CA",0.0,25.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-19,-20.0,3240,"Texarkana, AR",0.0,28.0,0.0,0.0,0.0,0.0
Envoy Air,2023-08-19,4.0,3380,"Portland, ME",0.0,0.0,0.0,30.0,0.0,0.0
PSA Airlines Inc.,2023-08-19,-11.0,5627,"Madison, WI",0.0,0.0,0.0,54.0,0.0,0.0
Envoy Air,2023-08-19,-22.0,3362,"San Antonio, TX",0.0,,,,,
PSA Airlines Inc.,2023-08-19,-7.0,5437,"Traverse City, MI",0.0,,,,,
American Airlines Inc.,2023-08-20,-1.0,364,"Asheville, NC",0.0,21.0,0.0,0.0,0.0,161.0
Envoy Air,2023-08-20,-8.0,3368,"Bristol/Johnson City/Kingsport, TN",0.0,740.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-08-20,-33.0,5437,"Fayetteville, NC",0.0,0.0,0.0,0.0,0.0,15.0
Alaska Airlines Inc.,2023-08-20,21.0,641,"Tucson, AZ",0.0,0.0,0.0,0.0,0.0,21.0
Endeavor Air Inc.,2023-08-21,-20.0,5247,"Raleigh/Durham, NC",0.0,0.0,0.0,1.0,0.0,33.0
American Airlines Inc.,2023-08-21,36.0,1950,"Phoenix, AZ",0.0,36.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-08-21,-14.0,5308,"Asheville, NC",0.0,0.0,0.0,0.0,0.0,28.0
Republic Airline,2023-08-21,2.0,3443,"Duluth, MN",0.0,,,,,
PSA Airlines Inc.,2023-08-21,-17.0,5128,"Buffalo, NY",0.0,0.0,0.0,39.0,0.0,0.0
Delta Air Lines Inc.,2023-08-22,-12.0,2228,"Salt Lake City, UT",0.0,7.0,0.0,2.0,0.0,22.0
American Airlines Inc.,2023-08-22,-8.0,2335,"Albuquerque, NM",0.0,0.0,0.0,4.0,0.0,53.0
American Airlines Inc.,2023-08-22,-21.0,2276,"Providence, RI",0.0,0.0,0.0,0.0,0.0,33.0
Frontier Airlines Inc.,2023-08-22,46.0,4889,"Ponce, PR",0.0,0.0,0.0,28.0,0.0,18.0
SkyWest Airlines Inc.,2023-08-22,-11.0,4776,"Greensboro/High Point, NC",0.0,0.0,0.0,0.0,0.0,54.0
Southwest Airlines Co.,2023-08-23,13.0,1156,"Honolulu, HI",0.0,47.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-08-23,-23.0,2737,"Dallas/Fort Worth, TX",0.0,62.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-08-23,-10.0,3583,"Birmingham, AL",0.0,7.0,0.0,4.0,0.0,16.0
United Air Lines Inc.,2023-08-23,-33.0,1162,"Aguadilla, PR",0.0,3.0,0.0,0.0,0.0,28.0
United Air Lines Inc.,2023-08-23,-6.0,224,"Madison, WI",0.0,11.0,0.0,17.0,0.0,109.0
Delta Air Lines Inc.,2023-08-23,-19.0,2663,"Buffalo, NY",0.0,76.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-08-23,-18.0,3867,"Wichita, KS",0.0,9.0,0.0,19.0,0.0,2.0
Spirit Air Lines,2023-08-23,-11.0,2044,"Manchester, NH",0.0,0.0,0.0,0.0,0.0,44.0
Envoy Air,2023-08-23,1.0,3372,"Laredo, TX",0.0,284.0,0.0,0.0,0.0,1.0
Endeavor Air Inc.,2023-08-23,-15.0,5287,"Austin, TX",0.0,20.0,0.0,23.0,0.0,0.0
Envoy Air,2023-08-23,3.0,3622,"Manchester, NH",0.0,0.0,0.0,33.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-24,27.0,3249,"Dallas/Fort Worth, TX",0.0,27.0,0.0,0.0,0.0,0.0
Republic Airline,2023-08-24,-2.0,4696,"Philadelphia, PA",0.0,18.0,0.0,87.0,0.0,0.0
American Airlines Inc.,2023-08-24,-4.0,1939,"San Diego, CA",0.0,7.0,0.0,0.0,0.0,10.0
SkyWest Airlines Inc.,2023-08-24,12.0,4865,"Nashville, TN",0.0,0.0,20.0,0.0,0.0,0.0
Spirit Air Lines,2023-08-24,-10.0,1130,"St. Louis, MO",0.0,6.0,0.0,1.0,9.0,0.0
Alaska Airlines Inc.,2023-08-24,3.0,443,"Philadelphia, PA",0.0,0.0,0.0,0.0,0.0,42.0
Allegiant Air,2023-08-24,50.0,1600,"Billings, MT",0.0,32.0,0.0,0.0,0.0,18.0
Envoy Air,2023-08-25,-1.0,3472,"Dallas/Fort Worth, TX",0.0,0.0,2.0,4.0,0.0,32.0
Alaska Airlines Inc.,2023-08-25,-19.0,330,"Cleveland, OH",0.0,12.0,0.0,0.0,0.0,25.0
SkyWest Airlines Inc.,2023-08-25,-1.0,3400,"Bellingham, WA",0.0,0.0,0.0,0.0,0.0,19.0
Southwest Airlines Co.,2023-08-26,-27.0,2827,"Fort Lauderdale, FL",0.0,15.0,0.0,0.0,0.0,0.0
Republic Airline,2023-08-26,-24.0,4588,"Cleveland, OH",0.0,22.0,0.0,17.0,0.0,9.0
PSA Airlines Inc.,2023-08-26,-20.0,5524,"Oklahoma City, OK",0.0,0.0,21.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-08-27,-20.0,534,"San Francisco, CA",0.0,0.0,0.0,21.0,0.0,47.0
Allegiant Air,2023-08-27,5.0,1142,"Pittsburgh, PA",0.0,11.0,0.0,5.0,0.0,0.0
Envoy Air,2023-08-27,-7.0,3914,"Lexington, KY",0.0,0.0,2.0,25.0,0.0,0.0
Delta Air Lines Inc.,2023-08-27,-13.0,2691,"Green Bay, WI",0.0,0.0,121.0,26.0,0.0,0.0
Southwest Airlines Co.,2023-08-27,28.0,1529,"Washington, DC",0.0,20.0,0.0,8.0,0.0,0.0
PSA Airlines Inc.,2023-08-27,0.0,5159,"Manchester, NH",0.0,0.0,0.0,65.0,0.0,0.0
United Air Lines Inc.,2023-08-27,-1.0,798,"Durango, CO",0.0,0.0,0.0,25.0,0.0,0.0
United Air Lines Inc.,2023-08-27,-13.0,117,"Saipan, TT",0.0,44.0,0.0,0.0,0.0,0.0
Envoy Air,2023-08-27,-26.0,3315,"Omaha, NE",0.0,,,,,
Southwest Airlines Co.,2023-08-28,-3.0,1109,"Las Vegas, NV",0.0,19.0,0.0,0.0,0.0,3.0
SkyWest Airlines Inc.,2023-08-28,-23.0,4890,"Tulsa, OK",0.0,15.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-08-28,2.0,1230,"Hagerstown, MD",0.0,57.0,0.0,1.0,0.0,0.0
Republic Airline,2023-08-28,-34.0,4761,"Knoxville, TN",0.0,1.0,0.0,0.0,0.0,35.0
JetBlue Airways,2023-08-28,-21.0,2278,"Asheville, NC",0.0,0.0,0.0,79.0,0.0,0.0
Frontier Airlines Inc.,2023-08-28,31.0,483,"Madison, WI",0.0,0.0,0.0,0.0,0.0,31.0
SkyWest Airlines Inc.,2023-08-28,5.0,4714,"Charlottesville, VA",0.0,,,,,
Alaska Airlines Inc.,2023-08-29,-14.0,153,"Kotzebue, AK",0.0,0.0,0.0,5.0,0.0,35.0
Alaska Airlines Inc.,2023-08-29,-11.0,1139,"Santa Barbara, CA",0.0,0.0,0.0,6.0,0.0,292.0
SkyWest Airlines Inc.,2023-08-29,-6.0,5856,"Rochester, NY",0.0,168.0,0.0,0.0,0.0,0.0
