AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Republic Airline,2023-03-09,-25.0,4696,"Charlottesville, VA",0.0,0.0,0.0,0.0,0.0,48.0
Southwest Airlines Co.,2023-03-10,-14.0,2504,"Indianapolis, IN",0.0,0.0,0.0,0.0,0.0,23.0
Delta Air Lines Inc.,2023-03-10,-8.0,1064,"Austin, TX",0.0,17.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-10,-5.0,3362,"San Diego, CA",0.0,0.0,0.0,0.0,0.0,69.0
Endeavor Air Inc.,2023-03-10,12.0,5371,"Columbus, MS",0.0,0.0,0.0,56.0,0.0,68.0
SkyWest Airlines Inc.,2023-03-10,-15.0,4670,"Des Moines, IA",0.0,43.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-03-10,-11.0,2854,"Memphis, TN",0.0,0.0,0.0,12.0,0.0,6.0
JetBlue Airways,2023-03-10,2.0,526,"Baltimore, MD",0.0,3.0,0.0,16.0,0.0,0.0
JetBlue Airways,2023-03-11,-15.0,353,"Fort Lauderdale, FL",0.0,20.0,0.0,7.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-11,-23.0,4272,"Detroit, MI",0.0,51.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-03-11,-7.0,1985,"Sarasota/Bradenton, FL",0.0,0.0,0.0,0.0,0.0,97.0
Frontier Airlines Inc.,2023-03-11,87.0,1217,"Syracuse, NY",0.0,0.0,0.0,87.0,0.0,0.0
United Air Lines Inc.,2023-03-11,-7.0,1757,"Pittsburgh, PA",0.0,107.0,0.0,8.0,0.0,0.0
Envoy Air,2023-03-11,17.0,3458,"White Plains, NY",0.0,9.0,0.0,0.0,0.0,8.0
Envoy Air,2023-03-11,17.0,3323,"Bozeman, MT",0.0,0.0,0.0,17.0,0.0,0.0
Envoy Air,2023-03-12,0.0,4151,"Asheville, NC",0.0,12.0,0.0,3.0,0.0,0.0
Southwest Airlines Co.,2023-03-12,0.0,3556,"Miami, FL",0.0,0.0,0.0,2.0,0.0,21.0
Frontier Airlines Inc.,2023-03-12,129.0,818,"West Palm Beach/Palm Beach, FL",0.0,15.0,0.0,100.0,0.0,14.0
Allegiant Air,2023-03-12,56.0,499,"Indianapolis, IN",0.0,0.0,9.0,47.0,0.0,0.0
Spirit Air Lines,2023-03-12,-5.0,1735,"Richmond, VA",0.0,0.0,0.0,1.0,16.0,0.0
Envoy Air,2023-03-12,-16.0,3721,"Brownsville, TX",0.0,0.0,0.0,0.0,0.0,27.0
SkyWest Airlines Inc.,2023-03-12,16.0,5480,"Midland/Odessa, TX",0.0,16.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-12,11.0,2370,"Sarasota/Bradenton, FL",1.0,0.0,0.0,0.0,0.0,154.0
JetBlue Airways,2023-03-13,38.0,2539,"New York, NY",0.0,3.0,0.0,0.0,0.0,35.0
SkyWest Airlines Inc.,2023-03-13,-4.0,3136,"Chicago, IL",0.0,0.0,0.0,0.0,0.0,172.0
Republic Airline,2023-03-13,-6.0,5839,"New York, NY",0.0,0.0,0.0,0.0,0.0,60.0
United Air Lines Inc.,2023-03-13,-13.0,622,"Los Angeles, CA",0.0,15.0,0.0,1.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-13,-18.0,3838,"Oklahoma City, OK",0.0,29.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-13,65.0,5292,"Richmond, VA",0.0,0.0,0.0,54.0,0.0,11.0
Allegiant Air,2023-03-13,112.0,2930,"Houston, TX",0.0,4.0,0.0,2.0,0.0,106.0
Allegiant Air,2023-03-13,-10.0,142,"Great Falls, MT",0.0,0.0,57.0,0.0,0.0,5.0
Endeavor Air Inc.,2023-03-13,-22.0,4991,"Albany, GA",0.0,0.0,0.0,0.0,0.0,21.0
American Airlines Inc.,2023-03-13,-15.0,2277,"Amarillo, TX",0.0,0.0,0.0,32.0,0.0,14.0
American Airlines Inc.,2023-03-13,3.0,2616,"Hayden, CO",0.0,0.0,0.0,0.0,0.0,20.0
Allegiant Air,2023-03-13,72.0,2885,"Owensboro, KY",0.0,0.0,0.0,72.0,0.0,0.0
Allegiant Air,2023-03-13,194.0,2875,"Norfolk, VA",0.0,3.0,0.0,1.0,0.0,190.0
Delta Air Lines Inc.,2023-03-14,2.0,2291,"Chicago, IL",0.0,0.0,0.0,15.0,0.0,55.0
United Air Lines Inc.,2023-03-14,-3.0,1828,"Orlando, FL",0.0,6.0,0.0,1.0,0.0,58.0
Frontier Airlines Inc.,2023-03-14,4.0,119,"San Juan, PR",0.0,106.0,0.0,39.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-14,-10.0,4673,"Kalispell, MT",0.0,81.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-14,-10.0,4953,"Garden City, KS",0.0,67.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-03-14,27.0,315,"San Antonio, TX",0.0,7.0,0.0,20.0,0.0,0.0
Envoy Air,2023-03-14,-8.0,3336,"Richmond, VA",0.0,82.0,0.0,43.0,0.0,2.0
Endeavor Air Inc.,2023-03-14,28.0,4648,"Oklahoma City, OK",0.0,0.0,0.0,28.0,0.0,0.0
Endeavor Air Inc.,2023-03-15,190.0,5239,"Wilmington, NC",0.0,0.0,20.0,33.0,0.0,137.0
American Airlines Inc.,2023-03-15,2.0,1751,"Fresno, CA",0.0,0.0,0.0,0.0,0.0,31.0
SkyWest Airlines Inc.,2023-03-15,1.0,4248,"Pocatello, ID",0.0,306.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-16,-1.0,3159,"Waco, TX",1.0,0.0,82.0,0.0,0.0,0.0
American Airlines Inc.,2023-03-16,-16.0,2083,"Sacramento, CA",0.0,0.0,0.0,24.0,0.0,19.0
American Airlines Inc.,2023-03-16,87.0,2436,"Newark, NJ",0.0,37.0,0.0,25.0,0.0,25.0
Alaska Airlines Inc.,2023-03-16,54.0,305,"Miami, FL",0.0,45.0,0.0,9.0,0.0,0.0
Envoy Air,2023-03-16,6.0,3453,"Durango, CO",1.0,255.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-16,-11.0,2310,"Charleston, SC",0.0,0.0,0.0,0.0,0.0,37.0
Envoy Air,2023-03-16,-7.0,4102,"Lake Charles, LA",0.0,0.0,0.0,10.0,0.0,82.0
United Air Lines Inc.,2023-03-17,-14.0,1778,"Norfolk, VA",0.0,0.0,0.0,37.0,0.0,0.0
Envoy Air,2023-03-17,27.0,4164,"Nashville, TN",0.0,0.0,0.0,7.0,0.0,20.0
United Air Lines Inc.,2023-03-17,42.0,1873,"Savannah, GA",1.0,0.0,0.0,40.0,0.0,2.0
Allegiant Air,2023-03-17,-9.0,66,"Tulsa, OK",0.0,0.0,6.0,51.0,0.0,121.0
Alaska Airlines Inc.,2023-03-18,-39.0,193,"Los Angeles, CA",0.0,0.0,0.0,0.0,0.0,17.0
SkyWest Airlines Inc.,2023-03-18,-22.0,5563,"Bishop, CA",0.0,0.0,0.0,133.0,0.0,0.0
Envoy Air,2023-03-18,24.0,3773,"Providence, RI",0.0,0.0,0.0,0.0,0.0,24.0
Alaska Airlines Inc.,2023-03-18,-20.0,1041,"Burbank, CA",0.0,0.0,0.0,38.0,0.0,20.0
SkyWest Airlines Inc.,2023-03-18,10.0,4980,"Panama City, FL",0.0,15.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-18,-3.0,5358,"Saginaw/Bay City/Midland, MI",0.0,64.0,0.0,0.0,0.0,0.0
Republic Airline,2023-03-18,20.0,4315,"Miami, FL",0.0,20.0,0.0,0.0,0.0,0.0
Envoy Air,2023-03-18,-4.0,4030,"Green Bay, WI",0.0,0.0,0.0,29.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-18,-20.0,3754,"Bristol/Johnson City/Kingsport, TN",0.0,16.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-03-19,-14.0,199,"Greer, SC",0.0,18.0,0.0,10.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-19,0.0,3166,"Roswell, NM",0.0,112.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-19,-9.0,1122,"Memphis, TN",0.0,0.0,0.0,31.0,0.0,0.0
PSA Airlines Inc.,2023-03-19,-24.0,5091,"Savannah, GA",0.0,0.0,0.0,46.0,0.0,0.0
United Air Lines Inc.,2023-03-19,-17.0,2154,"Jackson, WY",0.0,19.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-19,-6.0,5352,"Valdosta, GA",0.0,0.0,2.0,0.0,0.0,42.0
JetBlue Airways,2023-03-19,-4.0,746,"Ponce, PR",0.0,59.0,0.0,0.0,0.0,0.0
Envoy Air,2023-03-19,9.0,4121,"Buffalo, NY",0.0,0.0,0.0,5.0,0.0,14.0
PSA Airlines Inc.,2023-03-19,-29.0,5397,"Bristol/Johnson City/Kingsport, TN",0.0,0.0,0.0,0.0,0.0,69.0
Endeavor Air Inc.,2023-03-19,-5.0,5010,"Roanoke, VA",0.0,0.0,0.0,0.0,0.0,24.0
Delta Air Lines Inc.,2023-03-19,12.0,1201,"Syracuse, NY",0.0,42.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-03-19,-10.0,1475,"Springfield, MO",0.0,0.0,31.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-19,-18.0,1026,"Bloomington/Normal, IL",0.0,3.0,0.0,22.0,0.0,0.0
Republic Airline,2023-03-19,-23.0,3693,"Green Bay, WI",0.0,,,,,
Southwest Airlines Co.,2023-03-20,-3.0,3176,"Minneapolis, MN",0.0,0.0,0.0,0.0,0.0,89.0
Spirit Air Lines,2023-03-20,10.0,1701,"Kansas City, MO",0.0,21.0,0.0,1.0,0.0,33.0
Allegiant Air,2023-03-20,34.0,227,"Columbus, OH",0.0,9.0,0.0,4.0,0.0,21.0
Allegiant Air,2023-03-20,-15.0,217,"Asheville, NC",0.0,0.0,0.0,19.0,0.0,0.0
Alaska Airlines Inc.,2023-03-20,-3.0,1107,"Palm Springs, CA",0.0,95.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-20,-20.0,4695,"Springfield, MO",0.0,41.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-21,-11.0,4953,"Atlanta, GA",0.0,17.0,0.0,0.0,0.0,1.0
SkyWest Airlines Inc.,2023-03-21,-9.0,3145,"Los Angeles, CA",0.0,20.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-21,-5.0,1039,"Buffalo, NY",0.0,39.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-03-21,-8.0,184,"Raleigh/Durham, NC",0.0,420.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-03-21,-19.0,2277,"Albany, NY",0.0,0.0,0.0,20.0,0.0,85.0
United Air Lines Inc.,2023-03-21,-37.0,2182,"Eagle, CO",0.0,0.0,36.0,39.0,0.0,57.0
Envoy Air,2023-03-21,11.0,3442,"Gulfport/Biloxi, MS",0.0,4.0,0.0,7.0,0.0,35.0
United Air Lines Inc.,2023-03-22,-19.0,2278,"Chicago, IL",0.0,117.0,0.0,0.0,0.0,0.0
Envoy Air,2023-03-22,-15.0,3511,"Birmingham, AL",0.0,0.0,0.0,14.0,0.0,93.0
Envoy Air,2023-03-22,-11.0,3413,"Boston, MA",0.0,2.0,0.0,9.0,0.0,34.0
American Airlines Inc.,2023-03-22,-26.0,2131,"Columbia, SC",0.0,0.0,0.0,0.0,0.0,68.0
JetBlue Airways,2023-03-23,-47.0,2628,"Hayden, CO",0.0,,,,,
Allegiant Air,2023-03-23,-15.0,3016,"Peoria, IL",0.0,0.0,0.0,46.0,0.0,0.0
Frontier Airlines Inc.,2023-03-23,54.0,1055,"Columbus, OH",0.0,7.0,0.0,0.0,0.0,47.0
Envoy Air,2023-03-23,10.0,3420,"Washington, DC",0.0,3.0,0.0,2.0,0.0,66.0
JetBlue Airways,2023-03-23,-24.0,1731,"Salt Lake City, UT",0.0,32.0,0.0,25.0,0.0,8.0
Allegiant Air,2023-03-23,-15.0,417,"Newburgh/Poughkeepsie, NY",0.0,0.0,0.0,7.0,0.0,29.0
Envoy Air,2023-03-23,20.0,4013,"Mosinee, WI",0.0,20.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-03-24,-2.0,2015,"Cleveland, OH",0.0,0.0,0.0,5.0,0.0,115.0
Southwest Airlines Co.,2023-03-24,-8.0,3542,"New York, NY",0.0,2.0,0.0,0.0,0.0,19.0
Hawaiian Airlines Inc.,2023-03-24,12.0,25,"Portland, OR",0.0,29.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-24,-19.0,4653,"Bloomington/Normal, IL",0.0,,,,,
PSA Airlines Inc.,2023-03-24,5.0,5050,"Panama City, FL",0.0,0.0,0.0,15.0,0.0,0.0
Southwest Airlines Co.,2023-03-25,131.0,1170,"Milwaukee, WI",0.0,0.0,0.0,1.0,0.0,130.0
Spirit Air Lines,2023-03-25,14.0,3173,"Miami, FL",0.0,268.0,0.0,32.0,0.0,0.0
Spirit Air Lines,2023-03-25,19.0,1833,"Indianapolis, IN",0.0,0.0,0.0,19.0,0.0,0.0
Delta Air Lines Inc.,2023-03-25,97.0,2461,"Greensboro/High Point, NC",0.0,0.0,0.0,0.0,0.0,97.0
Allegiant Air,2023-03-25,25.0,2555,"Springfield, IL",0.0,0.0,0.0,25.0,0.0,0.0
Endeavor Air Inc.,2023-03-25,32.0,4729,"Gainesville, FL",0.0,0.0,0.0,1.0,0.0,31.0
PSA Airlines Inc.,2023-03-26,-19.0,5119,"Mobile, AL",0.0,0.0,0.0,5.0,0.0,57.0
Frontier Airlines Inc.,2023-03-27,21.0,1210,"St. Louis, MO",0.0,0.0,0.0,11.0,0.0,10.0
JetBlue Airways,2023-03-27,75.0,1812,"Fort Myers, FL",0.0,0.0,0.0,59.0,0.0,16.0
American Airlines Inc.,2023-03-27,8.0,1293,"Christiansted, VI",0.0,0.0,0.0,26.0,0.0,0.0
American Airlines Inc.,2023-03-27,-2.0,455,"Santa Barbara, CA",0.0,8.0,0.0,0.0,0.0,14.0
SkyWest Airlines Inc.,2023-03-27,66.0,4957,"Del Rio, TX",0.0,0.0,66.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-03-27,-17.0,5105,"Fort Dodge, IA",0.0,0.0,0.0,35.0,0.0,0.0
American Airlines Inc.,2023-03-27,-12.0,2609,"Gunnison, CO",0.0,36.0,0.0,14.0,0.0,0.0
Republic Airline,2023-03-28,-17.0,3428,"Columbus, OH",0.0,0.0,0.0,27.0,0.0,0.0
Delta Air Lines Inc.,2023-03-28,2.0,890,"Houston, TX",0.0,49.0,0.0,0.0,0.0,3.0
Southwest Airlines Co.,2023-03-28,-11.0,2124,"Boston, MA",0.0,24.0,0.0,0.0,0.0,97.0
Delta Air Lines Inc.,2023-03-28,-20.0,2782,"Little Rock, AR",0.0,0.0,0.0,0.0,0.0,30.0
Delta Air Lines Inc.,2023-03-28,8.0,2707,"Mobile, AL",0.0,0.0,0.0,56.0,0.0,0.0
Envoy Air,2023-03-28,-22.0,3536,"Lawton/Fort Sill, OK",0.0,,,,,
SkyWest Airlines Inc.,2023-03-29,-6.0,4680,"Knoxville, TN",0.0,0.0,0.0,0.0,0.0,87.0
Alaska Airlines Inc.,2023-03-29,58.0,772,"Everett, WA",0.0,0.0,0.0,58.0,0.0,0.0
Envoy Air,2023-03-29,-18.0,3640,"Greensboro/High Point, NC",0.0,214.0,0.0,0.0,0.0,0.0
Spirit Air Lines,2023-03-29,-21.0,366,"West Palm Beach/Palm Beach, FL",0.0,15.0,0.0,18.0,0.0,36.0
Delta Air Lines Inc.,2023-03-30,-24.0,2364,"Tallahassee, FL",0.0,0.0,38.0,0.0,0.0,0.0
Allegiant Air,2023-03-30,-15.0,681,"Phoenix, AZ",0.0,0.0,0.0,14.0,0.0,9.0
SkyWest Airlines Inc.,2023-03-30,21.0,3460,"Las Vegas, NV",0.0,21.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-03-30,-7.0,4815,"Syracuse, NY",0.0,1.0,0.0,0.0,0.0,20.0
PSA Airlines Inc.,2023-03-30,-29.0,5445,"Cincinnati, OH",0.0,10.0,0.0,14.0,0.0,0.0
Delta Air Lines Inc.,2023-03-30,-12.0,2386,"Louisville, KY",0.0,0.0,0.0,0.0,0.0,65.0
Envoy Air,2023-03-30,6.0,3455,"Killeen, TX",0.0,49.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-03-30,-26.0,431,"Hayden, CO",0.0,6.0,0.0,22.0,0.0,1.0
PSA Airlines Inc.,2023-03-30,-16.0,5211,"Charleston, SC",0.0,0.0,0.0,0.0,0.0,39.0
American Airlines Inc.,2023-03-31,37.0,980,"Atlanta, GA",0.0,0.0,12.0,25.0,0.0,0.0
Frontier Airlines Inc.,2023-03-31,-6.0,1963,"New Orleans, LA",0.0,0.0,0.0,0.0,0.0,36.0
SkyWest Airlines Inc.,2023-03-31,-9.0,5410,"Monterey, CA",0.0,76.0,0.0,0.0,0.0,0.0
Envoy Air,2023-03-31,-8.0,3592,"Tallahassee, FL",0.0,0.0,0.0,0.0,0.0,18.0
Allegiant Air,2023-03-31,84.0,956,"Kansas City, MO",0.0,0.0,0.0,54.0,0.0,30.0
Delta Air Lines Inc.,2023-03-31,21.0,2384,"Duluth, MN",0.0,0.0,0.0,21.0,0.0,0.0
Southwest Airlines Co.,2023-04-01,12.0,242,"Charleston, SC",0.0,0.0,0.0,0.0,0.0,189.0
Delta Air Lines Inc.,2023-04-01,-13.0,729,"San Francisco, CA",0.0,0.0,0.0,0.0,0.0,317.0
SkyWest Airlines Inc.,2023-04-01,78.0,5498,"Lexington, KY",0.0,78.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-04-01,-2.0,1291,"Rochester, NY",0.0,5.0,0.0,0.0,0.0,51.0
Envoy Air,2023-04-01,-13.0,3688,"Pittsburgh, PA",0.0,0.0,0.0,20.0,0.0,0.0
Hawaiian Airlines Inc.,2023-04-02,4.0,57,"San Diego, CA",0.0,48.0,0.0,0.0,0.0,0.0
Envoy Air,2023-04-02,30.0,3366,"Charlotte, NC",0.0,0.0,0.0,30.0,0.0,0.0
Republic Airline,2023-04-02,16.0,5748,"White Plains, NY",0.0,1.0,0.0,0.0,0.0,15.0
Endeavor Air Inc.,2023-04-02,24.0,4730,"Wichita, KS",0.0,18.0,0.0,0.0,0.0,6.0
Endeavor Air Inc.,2023-04-03,-12.0,4714,"Kansas City, MO",0.0,0.0,0.0,718.0,0.0,0.0
PSA Airlines Inc.,2023-04-03,4.0,5207,"Charleston/Dunbar, WV",0.0,0.0,0.0,18.0,0.0,0.0
United Air Lines Inc.,2023-04-03,-16.0,174,"Guam, TT",0.0,22.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-04-03,-13.0,639,"Bismarck/Mandan, ND",0.0,0.0,7.0,0.0,0.0,26.0
Allegiant Air,2023-04-03,21.0,12,"El Paso, TX",0.0,0.0,0.0,10.0,0.0,11.0
Envoy Air,2023-04-04,-2.0,3565,"Midland/Odessa, TX",0.0,0.0,15.0,0.0,0.0,14.0
Allegiant Air,2023-04-04,-9.0,1269,"Syracuse, NY",0.0,10.0,0.0,36.0,0.0,53.0
JetBlue Airways,2023-04-04,3.0,1369,"Buffalo, NY",0.0,133.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-04-04,-8.0,5355,"Knoxville, TN",0.0,0.0,0.0,24.0,0.0,12.0
United Air Lines Inc.,2023-04-04,-8.0,1797,"Louisville, KY",0.0,88.0,0.0,4.0,0.0,0.0
Alaska Airlines Inc.,2023-04-04,-28.0,87,"Deadhorse, AK",0.0,0.0,0.0,4.0,0.0,20.0
Delta Air Lines Inc.,2023-04-04,-25.0,2216,"Wichita, KS",0.0,0.0,0.0,0.0,0.0,29.0
Allegiant Air,2023-04-04,-13.0,239,"Elmira/Corning, NY",0.0,0.0,0.0,26.0,0.0,16.0
American Airlines Inc.,2023-04-04,14.0,2788,"Colorado Springs, CO",0.0,57.0,0.0,24.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-04,140.0,5173,"Cheyenne, WY",0.0,0.0,0.0,140.0,0.0,0.0
Spirit Air Lines,2023-04-05,-18.0,1271,"Burbank, CA",0.0,68.0,0.0,0.0,0.0,0.0
Republic Airline,2023-04-05,-28.0,3452,"Portland, ME",0.0,0.0,0.0,21.0,0.0,0.0
Delta Air Lines Inc.,2023-04-05,189.0,1292,"Augusta, GA",0.0,0.0,0.0,0.0,0.0,189.0
JetBlue Airways,2023-04-06,14.0,1248,"Tampa, FL",0.0,16.0,0.0,0.0,0.0,15.0
Allegiant Air,2023-04-06,22.0,2568,"Louisville, KY",0.0,6.0,0.0,16.0,0.0,0.0
Envoy Air,2023-04-06,-6.0,3839,"Daytona Beach, FL",0.0,0.0,128.0,41.0,0.0,13.0
Spirit Air Lines,2023-04-06,244.0,2511,"Albuquerque, NM",0.0,225.0,0.0,19.0,0.0,0.0
American Airlines Inc.,2023-04-06,-2.0,2234,"Augusta, GA",0.0,6.0,0.0,31.0,0.0,14.0
United Air Lines Inc.,2023-04-07,-9.0,1300,"Washington, DC",0.0,0.0,0.0,15.0,0.0,0.0
American Airlines Inc.,2023-04-07,18.0,1912,"Chicago, IL",0.0,16.0,0.0,2.0,0.0,0.0
Delta Air Lines Inc.,2023-04-07,6.0,1809,"Christiansted, VI",0.0,0.0,0.0,47.0,0.0,0.0
Southwest Airlines Co.,2023-04-07,-18.0,27,"Pensacola, FL",0.0,0.0,23.0,7.0,0.0,79.0
Republic Airline,2023-04-07,-31.0,3637,"Scranton/Wilkes-Barre, PA",0.0,0.0,0.0,26.0,0.0,0.0
Delta Air Lines Inc.,2023-04-07,3.0,1688,"Albuquerque, NM",0.0,18.0,0.0,0.0,0.0,0.0
Republic Airline,2023-04-07,-16.0,3646,"Albany, NY",0.0,176.0,0.0,0.0,0.0,0.0
Spirit Air Lines,2023-04-07,18.0,1100,"Pensacola, FL",0.0,0.0,0.0,18.0,0.0,0.0
Envoy Air,2023-04-07,5.0,4064,"Fayetteville, NC",0.0,1.0,0.0,0.0,0.0,92.0
Republic Airline,2023-04-07,20.0,4388,"Fargo, ND",0.0,5.0,0.0,0.0,0.0,15.0
Southwest Airlines Co.,2023-04-08,-10.0,3355,"Chicago, IL",0.0,6.0,0.0,8.0,0.0,13.0
PSA Airlines Inc.,2023-04-08,11.0,5543,"Raleigh/Durham, NC",0.0,58.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-04-09,-18.0,680,"Milwaukee, WI",0.0,0.0,0.0,0.0,0.0,83.0
Republic Airline,2023-04-09,-9.0,4582,"Augusta, GA",0.0,,,,,
Spirit Air Lines,2023-04-09,2.0,449,"Christiansted, VI",0.0,0.0,0.0,195.0,0.0,0.0
Allegiant Air,2023-04-09,-27.0,233,"West Palm Beach/Palm Beach, FL",0.0,6.0,0.0,10.0,0.0,8.0
Republic Airline,2023-04-09,38.0,4688,"Roanoke, VA",0.0,0.0,0.0,0.0,0.0,38.0
Spirit Air Lines,2023-04-10,-23.0,960,"Detroit, MI",0.0,0.0,0.0,53.0,0.0,0.0
PSA Airlines Inc.,2023-04-10,-18.0,5169,"Hartford, CT",0.0,0.0,0.0,31.0,0.0,0.0
Frontier Airlines Inc.,2023-04-10,63.0,2362,"Savannah, GA",0.0,0.0,0.0,0.0,0.0,63.0
Alaska Airlines Inc.,2023-04-10,9.0,1275,"Fresno, CA",0.0,0.0,0.0,51.0,0.0,0.0
Endeavor Air Inc.,2023-04-11,1.0,4906,"Myrtle Beach, SC",0.0,0.0,15.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-04-11,-8.0,5560,"Memphis, TN",0.0,0.0,0.0,23.0,0.0,0.0
American Airlines Inc.,2023-04-11,-8.0,1590,"Mission/McAllen/Edinburg, TX",0.0,0.0,0.0,18.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-11,-19.0,5023,"Hancock/Houghton, MI",0.0,0.0,101.0,0.0,0.0,0.0
United Air Lines Inc.,2023-04-11,-20.0,1007,"Milwaukee, WI",0.0,32.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-12,-16.0,5062,"Mason City, IA",0.0,0.0,0.0,0.0,0.0,48.0
PSA Airlines Inc.,2023-04-12,-21.0,5495,"Akron, OH",0.0,0.0,0.0,21.0,0.0,0.0
JetBlue Airways,2023-04-12,-4.0,1271,"Worcester, MA",0.0,0.0,223.0,0.0,0.0,0.0
United Air Lines Inc.,2023-04-12,-8.0,1346,"Wichita, KS",0.0,0.0,0.0,42.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-12,-3.0,3737,"Cleveland, OH",0.0,45.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-04-12,29.0,17,"Jacksonville, FL",1.0,0.0,0.0,14.0,0.0,15.0
Delta Air Lines Inc.,2023-04-13,-11.0,2610,"Santa Ana, CA",0.0,0.0,0.0,0.0,0.0,142.0
PSA Airlines Inc.,2023-04-13,-14.0,5551,"Rochester, NY",0.0,0.0,0.0,0.0,0.0,31.0
Spirit Air Lines,2023-04-13,20.0,3139,"Denver, CO",0.0,9.0,0.0,11.0,0.0,0.0
Envoy Air,2023-04-13,-11.0,3480,"Fort Smith, AR",0.0,0.0,0.0,16.0,0.0,0.0
Hawaiian Airlines Inc.,2023-04-13,16.0,466,"Pago Pago, TT",0.0,4.0,0.0,0.0,0.0,12.0
Allegiant Air,2023-04-13,66.0,3240,"Spokane, WA",0.0,9.0,0.0,2.0,0.0,55.0
SkyWest Airlines Inc.,2023-04-14,-2.0,3624,"Salt Lake City, UT",0.0,0.0,0.0,27.0,0.0,0.0
Envoy Air,2023-04-14,9.0,4185,"Huntsville, AL",0.0,48.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-04-14,0.0,5204,"Newark, NJ",0.0,41.0,0.0,0.0,0.0,25.0
SkyWest Airlines Inc.,2023-04-14,2.0,5376,"Erie, PA",0.0,316.0,0.0,0.0,0.0,0.0
Envoy Air,2023-04-14,46.0,3846,"Gainesville, FL",0.0,12.0,0.0,0.0,0.0,34.0
Republic Airline,2023-04-15,1124.0,3615,"Minneapolis, MN",0.0,0.0,0.0,1124.0,0.0,0.0
American Airlines Inc.,2023-04-15,-15.0,2493,"Charlotte, NC",0.0,36.0,0.0,26.0,0.0,0.0
American Airlines Inc.,2023-04-15,3.0,2146,"Minneapolis, MN",0.0,0.0,0.0,36.0,0.0,0.0
Spirit Air Lines,2023-04-15,-1.0,714,"Pittsburgh, PA",0.0,0.0,0.0,66.0,0.0,0.0
American Airlines Inc.,2023-04-15,31.0,2680,"Pensacola, FL",0.0,31.0,0.0,0.0,0.0,0.0
Envoy Air,2023-04-15,18.0,3471,"Shreveport, LA",0.0,0.0,0.0,18.0,0.0,0.0
Spirit Air Lines,2023-04-15,6.0,2086,"Boston, MA",0.0,0.0,0.0,0.0,0.0,43.0
SkyWest Airlines Inc.,2023-04-15,19.0,4162,"Savannah, GA",0.0,19.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-04-15,-5.0,5432,"Pensacola, FL",0.0,,,,,
Delta Air Lines Inc.,2023-04-16,-28.0,1950,"Charlotte Amalie, VI",0.0,0.0,0.0,17.0,0.0,0.0
